candidate_id,rank,score,reasoning
CAND_0018499,1,0.7297946432795557,"Senior Machine Learning Engineer with 7.2 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, useful preferred skills, product engineering experience, high recruiter availability. Profile demonstrates a solid foundation for success in this position."
CAND_0008425,2,0.7196580917605084,"Senior NLP Engineer with 7.8 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, useful preferred skills, product engineering experience, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0081846,3,0.7098665485159709,"Lead AI Engineer with 6.7 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0088025,4,0.7057392118240785,"Staff Machine Learning Engineer with 8.6 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0077337,5,0.6938127239431939,"Staff Machine Learning Engineer with 7.0 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, product engineering experience, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0064326,6,0.6915369076285589,"Search Engineer with 7.6 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0070398,7,0.6904808578250929,"Machine Learning Engineer with 7.2 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, useful preferred skills, product engineering experience. Overall assessment suggests a competitive fit for the role."
CAND_0030031,8,0.6844227906826524,"AI Engineer with 5.7 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, useful preferred skills, product engineering experience, excellent profile integrity. Profile appears well-positioned for further recruiter evaluation."
CAND_0027691,9,0.68390866139016,"NLP Engineer with 6.5 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0071974,10,0.6836498481553133,"Senior AI Engineer with 7.8 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, useful preferred skills, high recruiter availability. Minor consideration: 1 JD compatibility flag(s). Profile demonstrates a solid foundation for success in this position."
CAND_0079387,11,0.6738593775114665,"AI Engineer with 6.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0069905,12,0.6718372065037522,"Applied ML Engineer with 6.6 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0028793,13,0.6690974538462311,"Search Engineer with 7.2 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills. Overall assessment suggests a competitive fit for the role."
CAND_0049538,14,0.6684989382337198,"Applied ML Engineer with 5.8 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, excellent profile integrity. Overall assessment suggests a competitive fit for the role."
CAND_0074735,15,0.6614646002500738,"Applied ML Engineer with 5.5 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience, high recruiter availability, excellent profile integrity. Overall profile shows strong alignment with the target role."
CAND_0046525,16,0.66075331634847,"Senior Machine Learning Engineer with 6.1 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0007009,17,0.6586939334743439,"Recommendation Systems Engineer with 7.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Profile demonstrates a solid foundation for success in this position."
CAND_0006418,18,0.6582714974128173,"Machine Learning Engineer with 5.7 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Overall assessment suggests a competitive fit for the role."
CAND_0030953,19,0.6577080863564573,"Search Engineer with 7.8 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience. Overall assessment suggests a competitive fit for the role."
CAND_0046064,20,0.6573911628008597,"Senior NLP Engineer with 8.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, high recruiter availability. Profile demonstrates a solid foundation for success in this position."
CAND_0052682,21,0.6562403415484802,"NLP Engineer with 6.6 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0055905,22,0.6537461563882083,"Senior Machine Learning Engineer with 8.1 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0091909,23,0.6531565153194322,"Machine Learning Engineer with 6.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills. Profile demonstrates a solid foundation for success in this position."
CAND_0083307,24,0.6530280749135106,"Search Engineer with 7.8 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience. Candidate presents a balanced combination of technical and professional strengths."
CAND_0006567,25,0.6503112250170967,"Senior AI Engineer with 7.9 years of relevant experience. Profile demonstrates excellent title alignment, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0066376,26,0.6495294809425002,"Applied ML Engineer with 5.7 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills. Profile appears well-positioned for further recruiter evaluation."
CAND_0011687,27,0.6484796554989569,"Senior NLP Engineer with 7.8 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0027801,28,0.6481230191567867,"NLP Engineer with 7.4 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience. Profile appears well-positioned for further recruiter evaluation."
CAND_0080766,29,0.6477044784607954,"Staff Machine Learning Engineer with 8.8 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience. Profile appears well-positioned for further recruiter evaluation."
CAND_0058688,30,0.647265633033825,"AI Engineer with 6.7 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Overall assessment suggests a competitive fit for the role."
CAND_0084819,31,0.6472148202387482,"Search Engineer with 4.5 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability, excellent profile integrity. Profile demonstrates a solid foundation for success in this position."
CAND_0099401,32,0.6458571054831438,"NLP Engineer with 7.7 years of relevant experience. Profile demonstrates excellent title alignment, strong required skill coverage, product engineering experience. Profile appears well-positioned for further recruiter evaluation."
CAND_0053591,33,0.6439017195379882,"AI Engineer with 5.3 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0081053,34,0.6437894644330979,"NLP Engineer with 5.4 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Overall assessment suggests a competitive fit for the role."
CAND_0052328,35,0.6417592119339661,"Recommendation Systems Engineer with 6.5 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Minor consideration: profile consistency requires review. Overall assessment suggests a competitive fit for the role."
CAND_0007412,36,0.64119326822293,"Applied ML Engineer with 7.4 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0044855,37,0.6410050066656992,"Senior Data Scientist with 6.6 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage, useful preferred skills, product engineering experience. Overall profile shows strong alignment with the target role."
CAND_0076251,38,0.6407314941984943,"Search Engineer with 7.6 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience. Minor consideration: profile consistency requires review. Profile appears well-positioned for further recruiter evaluation."
CAND_0043228,39,0.6400719473503532,"Applied ML Engineer with 6.8 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience. Overall assessment suggests a competitive fit for the role."
CAND_0036184,40,0.6397011617041964,"Recommendation Systems Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, high recruiter availability, excellent profile integrity. Profile demonstrates a solid foundation for success in this position."
CAND_0042100,41,0.6382730673125316,"Machine Learning Engineer with 7.3 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0075249,42,0.6379628486738032,"Applied ML Engineer with 6.2 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Profile demonstrates a solid foundation for success in this position."
CAND_0041610,43,0.6377843300418841,"Recommendation Systems Engineer with 6.7 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0000031,44,0.63415727004174,"Recommendation Systems Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0005538,45,0.6332588035793812,"Senior AI Engineer with 5.9 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience, high recruiter availability, excellent profile integrity. Overall assessment suggests a competitive fit for the role."
CAND_0062247,46,0.6314098956561252,"AI Engineer with 7.3 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0076163,47,0.6313200559992914,"NLP Engineer with 6.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Minor consideration: 1 JD compatibility flag(s). Overall assessment suggests a competitive fit for the role."
CAND_0024620,48,0.6297231754389098,"AI Engineer with 5.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, high recruiter availability, excellent profile integrity. Overall profile shows strong alignment with the target role."
CAND_0045250,49,0.6289011579642133,"Applied ML Engineer with 6.6 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills. Overall profile shows strong alignment with the target role."
CAND_0096142,50,0.6282838700838524,"Applied ML Engineer with 5.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0083879,51,0.6272498454794135,"Machine Learning Engineer with 7.1 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Profile demonstrates a solid foundation for success in this position."
CAND_0066999,52,0.6265703573551995,"Recommendation Systems Engineer with 5.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability, excellent profile integrity. Profile demonstrates a solid foundation for success in this position."
CAND_0076482,53,0.626264447966994,"ML Engineer with 6.6 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0005260,54,0.6252974025045405,"Senior NLP Engineer with 5.2 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, excellent profile integrity. Overall profile shows strong alignment with the target role."
CAND_0007411,55,0.6241506522173128,"Senior Machine Learning Engineer with 8.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage. Profile appears well-positioned for further recruiter evaluation."
CAND_0016163,56,0.6236796836476558,"Applied ML Engineer with 6.7 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Overall assessment suggests a competitive fit for the role."
CAND_0081686,57,0.6235289343379796,"Search Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience, excellent profile integrity. Minor consideration: 1 JD compatibility flag(s). Profile appears well-positioned for further recruiter evaluation."
CAND_0060054,58,0.6234850848388191,"AI Engineer with 6.4 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience. Profile demonstrates a solid foundation for success in this position."
CAND_0010685,59,0.6233435276378438,"NLP Engineer with 6.7 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0020350,60,0.6226302317100092,"AI Engineer with 5.8 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, high recruiter availability, excellent profile integrity. Overall profile shows strong alignment with the target role."
CAND_0088378,61,0.6219215018861044,"AI Research Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience. Minor consideration: profile consistency requires review. Overall assessment suggests a competitive fit for the role."
CAND_0025640,62,0.6216274800470527,"AI Research Engineer with 5.6 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0068811,63,0.6205928872725136,"Applied ML Engineer with 8.0 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0069773,64,0.620012058841127,"AI Research Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage. Overall assessment suggests a competitive fit for the role."
CAND_0040117,65,0.6195479126692711,"Recommendation Systems Engineer with 6.5 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0010257,66,0.6192517965258552,"Senior Data Scientist with 6.5 years of relevant experience. Profile demonstrates strong title alignment, product engineering experience, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0011162,67,0.6191869204083813,"Recommendation Systems Engineer with 5.8 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience, high recruiter availability, excellent profile integrity. Candidate presents a balanced combination of technical and professional strengths."
CAND_0015578,68,0.6188247440540752,"AI Engineer with 5.4 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, excellent profile integrity. Overall assessment suggests a competitive fit for the role."
CAND_0068351,69,0.6174273361566952,"Lead AI Engineer with 6.4 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience. Profile appears well-positioned for further recruiter evaluation."
CAND_0000422,70,0.616620742132009,"AI Research Engineer with 6.3 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience, high recruiter availability. Minor consideration: 1 JD compatibility flag(s). Candidate presents a balanced combination of technical and professional strengths."
CAND_0041611,71,0.6160061926459988,"Staff Machine Learning Engineer with 6.4 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience. Profile appears well-positioned for further recruiter evaluation."
CAND_0064904,72,0.6153974173248874,"AI Engineer with 4.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Profile demonstrates a solid foundation for success in this position."
CAND_0004402,73,0.61437938336525,"AI Research Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Minor consideration: 1 JD compatibility flag(s). Candidate presents a balanced combination of technical and professional strengths."
CAND_0037566,74,0.6135075290746087,"Machine Learning Engineer with 6.9 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0061265,75,0.6132957691582649,"Recommendation Systems Engineer with 6.6 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience. Minor consideration: profile consistency requires review. Overall profile shows strong alignment with the target role."
CAND_0042029,76,0.6131873072813646,"Senior Data Scientist with 6.5 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage. Profile demonstrates a solid foundation for success in this position."
CAND_0066035,77,0.6119238670212828,"Data Scientist with 6.7 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0017960,78,0.6118409505009887,"Recommendation Systems Engineer with 7.7 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience, high recruiter availability. Overall profile shows strong alignment with the target role."
CAND_0050876,79,0.6117598763778167,"Applied ML Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, product engineering experience, high recruiter availability, excellent profile integrity. Minor consideration: 1 JD compatibility flag(s). Profile appears well-positioned for further recruiter evaluation."
CAND_0044222,80,0.6106231385647901,"AI Engineer with 7.7 years of relevant experience. Profile demonstrates excellent title alignment, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0033861,81,0.6096048985434391,"Senior NLP Engineer with 8.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, product engineering experience. Minor consideration: 1 JD compatibility flag(s). Profile appears well-positioned for further recruiter evaluation."
CAND_0075439,82,0.6088266885566019,"Machine Learning Engineer with 4.3 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, excellent profile integrity. Profile demonstrates a solid foundation for success in this position."
CAND_0078042,83,0.6074122098577248,"Applied ML Engineer with 4.7 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0050454,84,0.6068067019399438,"AI Engineer with 6.8 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience, high recruiter availability. Profile demonstrates a solid foundation for success in this position."
CAND_0070485,85,0.6063452512079548,"Search Engineer with 6.4 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills. Overall profile shows strong alignment with the target role."
CAND_0039838,86,0.6062087182000307,"Recommendation Systems Engineer with 4.9 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, useful preferred skills, high recruiter availability. Overall assessment suggests a competitive fit for the role."
CAND_0039383,87,0.6053855078047444,"Applied ML Engineer with 7.1 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, product engineering experience, high recruiter availability. Overall assessment suggests a competitive fit for the role."
CAND_0051466,88,0.6047281884774375,"AI Research Engineer with 5.3 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Profile appears well-positioned for further recruiter evaluation."
CAND_0089552,89,0.604607524386416,"Machine Learning Engineer with 6.0 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, excellent profile integrity. Candidate presents a balanced combination of technical and professional strengths."
CAND_0029367,90,0.6040654708151942,"Senior Data Scientist with 5.7 years of relevant experience. Profile demonstrates strong title alignment, product engineering experience, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0065195,91,0.6039328359813341,"Search Engineer with 5.1 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, high recruiter availability, excellent profile integrity. Overall profile shows strong alignment with the target role."
CAND_0044262,92,0.6036700897013018,"Data Scientist with 6.9 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage, product engineering experience, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0093193,93,0.6034046849075959,"Senior Machine Learning Engineer with 7.9 years of relevant experience. Profile demonstrates excellent title alignment, high recruiter availability. Overall assessment suggests a competitive fit for the role."
CAND_0040887,94,0.6033376070926533,"Machine Learning Engineer with 4.7 years of relevant experience. Profile demonstrates excellent title alignment, useful preferred skills, high recruiter availability, excellent profile integrity. Candidate presents a balanced combination of technical and professional strengths."
CAND_0098288,95,0.6030611590204692,"Junior ML Engineer with 6.7 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage. Overall assessment suggests a competitive fit for the role."
CAND_0073982,96,0.6029056717463327,"Data Scientist with 7.0 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage, high recruiter availability. Minor consideration: profile consistency requires review. Candidate presents a balanced combination of technical and professional strengths."
CAND_0074225,97,0.6028482247625437,"Machine Learning Engineer with 4.3 years of relevant experience. Profile demonstrates excellent title alignment, good required skill coverage, high recruiter availability, excellent profile integrity. Overall profile shows strong alignment with the target role."
CAND_0078002,98,0.6027535551029455,"Machine Learning Engineer with 6.3 years of relevant experience. Profile demonstrates excellent title alignment, product engineering experience, high recruiter availability. Candidate presents a balanced combination of technical and professional strengths."
CAND_0073917,99,0.6021362035489143,"Data Scientist with 5.8 years of relevant experience. Profile demonstrates strong title alignment, product engineering experience. Candidate presents a balanced combination of technical and professional strengths."
CAND_0093912,100,0.6021136559672455,"Senior Data Scientist with 5.3 years of relevant experience. Profile demonstrates strong title alignment, good required skill coverage, product engineering experience, high recruiter availability, excellent profile integrity. Minor consideration: 1 JD compatibility flag(s). Candidate presents a balanced combination of technical and professional strengths."
